Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
16,T9 Sicilia FM,Trapani,RU7,RU7,,430.175000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,38.020833,12.625000,--:--
16,T9 Sicilia FM,Calatafimi (TP),RU8,RU8,,430.200000,DUP+,5.000000,FM, ,OFF,88.5Hz,YES,Approximate,37.937500,12.875000,--:--
16,T9 Sicilia FM,Ragusa (RG),RU9,RU9,,430.225000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,36.895833,14.708333,--:--
16,T9 Sicilia FM,Troina (EN),RU10,RU10,,430.250000,DUP+,1.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.770833,14.625000,--:--
16,T9 Sicilia FM,Ispica (RG),RU11,RU11,,430.275000,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,36.770833,14.875000,--:--
16,T9 Sicilia FM,Salemi - Monte Rose,RU12,RU12,,430.300000,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.812500,12.791667,--:--
16,T9 Sicilia FM,Portella (ME),RU13,RU13,,430.325000,DUP+,1.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.854167,14.708333,--:--
16,T9 Sicilia FM,M. Grifone (PA),RU15,RU15,,430.375000,DUP+,5.000000,FM,127.3,TONE,127.3Hz,YES,Approximate,38.062500,13.375000,--:--
16,T9 Sicilia FM,Tipoldo (ME),T,T,,430.462500,OFF,0.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.145833,15.458333,--:--
16,T9 Sicilia FM,Tipoldo (ME),RU,RU,,430.475000,DUP+,5.000000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.145833,15.458333,--:--
16,T9 Sicilia FM,Rupe Atenea (AG),RU,RU,,430.500000,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.312500,13.625000,--:--
16,T9 Sicilia FM,San Giovanni Gemini (AG),RU,RU,,430.900000,DUP+,5.000000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.604167,13.625000,--:--
16,T9 Sicilia FM,Cresta di Naso (ME),RU18a,RU18a,,431.287500,DUP+,1.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,38.145833,14.791667,--:--
16,T9 Sicilia FM,Messina ,RU25,RU25,,431.450000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.229167,15.541667,--:--
16,T9 Sicilia FM,Colle Tirone -Avola,T,T,,433.575000,OFF,0.000000,FM,123.0,TONE,123.0Hz,YES,Approximate,36.895833,15.125000,--:--
13,0 Umbria FM,M.Serano (PG),R0,R0,,145.600000,DUP-,0.600000,FM,1750,OFF,88.5Hz,YES,Approximate,42.854167,12.791667,--:--
13,0 Umbria FM,Gubbio (PG),R1,R1,,145.625000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,43.354167,12.125000,--:--
13,0 Umbria FM,Perugia,R2a,R2a,,145.662500,DUP-,0.600000,FM,114.8,TONE,114.8Hz,YES,Approximate,43.104167,12.375000,--:--
13,0 Umbria FM,Gubbio (PG),R3a,R3a,,145.687500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,42.895833,12.958333,--:--
13,0 Umbria FM,M.Cosce (TR),R4,R4,,145.700000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,42.437500,12.625000,--:--
13,0 Umbria FM,Monte Santa Maria Tiberina (PG),R4a,R4a,,145.712500,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,43.437500,12.125000,--:--
13,0 Umbria FM,Perugia,R6,R6,,145.750000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,43.104167,12.375000,--:--
13,0 Umbria FM,M.Serano (PG),RU1,RU1,,430.025000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,42.854167,12.791667,--:--
13,0 Umbria FM,Pale Foligno (PG),RU2,RU2,,430.050000,DUP+,5.000000,FM,91.5,TONE,91.5Hz,YES,Approximate,43.104167,12.458333,--:--
13,0 Umbria FM,M.Giove -San Giustino (PG),RU8,RU8,,430.200000,DUP+,1.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,43.562500,12.208333,--:--
13,0 Umbria FM,M.Cucco (PG),RU30a,RU30a,,431.587500,DUP+,1.600000,FM,85.4,TONE,85.4Hz,YES,Approximate,43.354167,12.791667,--:--
14,0 Lazio FM,M.Gennaro (RM),RV,RV,,145.375000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.062500,12.791667,--:--
14,0 Lazio FM,Vigna di Valle (RM),RV,RV,,145.425000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.062500,12.208333,--:--
14,0 Lazio FM,Campocatino (FR),RV,RV,,145.500000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.854167,13.291667,--:--
14,0 Lazio FM,M.Calvo (FR),RV,RV,,145.525000,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,41.395833,13.375000,--:--
14,0 Lazio FM,Campocatino (FR),RV,RV,,145.562500,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,41.854167,13.291667,--:--
14,0 Lazio FM,Capranica Prenestina (RM),R0,R0,,145.600000,DUP-,0.600000,FM,156.7 ,TONE,156.7Hz,YES,Approximate,41.854167,12.958333,--:--
14,0 Lazio FM,Allumiere (RM),R0a,R0a,,145.612500,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.145833,11.875000,--:--
14,0 Lazio FM,M.Guadagnolo (RM),R1,R1,,145.625000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.895833,12.958333,--:--
14,0 Lazio FM,M.Calvo (FR),R1a,R1a,,145.637500,DUP-,0.600000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.395833,13.375000,--:--
14,0 Lazio FM,Castelli Romani (RM),R2,R2,,145.650000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.770833,12.708333,--:--
14,0 Lazio FM,M.Trevi- Sezze (LT),R2a,R2a,,145.662500,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,41.479167,13.041667,--:--
14,0 Lazio FM,M.Tiburtini (RM),R3,R3,,145.675000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.937500,12.791667,--:--
14,0 Lazio FM,Campocatino (FR),R3a,R3a,,145.687500,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,41.854167,13.291667,--:--
14,0 Lazio FM,M.Maio (FR),R4,R4,,145.700000,DUP-,0.600000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.520833,13.875000,--:--
14,0 Lazio FM,Latina,R4,R4,,145.700000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.437500,14.875000,--:--
14,0 Lazio FM,M.Terminillo (RI),R5 ,R5 ,,145.725000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.479167,12.958333,--:--
14,0 Lazio FM,Spigno Saturnia (LT),R5a,R5a,,145.737500,DUP-,0.600000,FM,103,5,TONE,103.5Hz,YES,Approximate,41.312500,13.708333,--:--
14,0 Lazio FM,Formia (LT),R6a,R6a,,145.762500,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.270833,13.625000,--:--
14,0 Lazio FM,M.Cimini - Caprarola (VT) ,R6a,R6a,,145.762500,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,42.354167,12.125000,--:--
14,0 Lazio FM,Santopadre (FR),R7,R7,,145.775000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,41.604167,13.625000,--:--
14,0 Lazio FM,Ponza (LT),R7a,R7a,,145.787500,DUP-,0.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,40.895833,12.958333,--:--
14,0 Lazio FM,M.Guadagnolo (RM),R7a,R7a,,145.787500,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.937500,12.958333,--:--
14,0 Lazio FM,Santa Marinella (RM),RU1,RU1,,430.025000,DUP+,1.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.020833,11.875000,--:--
14,0 Lazio FM,M.Circeo (LT),RU1a,RU1a,,430.037500,DUP+,5.000000,FM,77.0,TONE,77.0Hz,YES,Approximate,41.229167,13.041667,--:--
14,0 Lazio FM,M.Terminillo (RI),RU3,RU3,,430.075000,DUP+,5.000000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.479167,12.958333,--:--
14,0 Lazio FM,Gaeta (LT) ,RU4,RU4,,430.100000,DUP+,5.000000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.187500,13.541667,--:--
14,0 Lazio FM,M,Calvo (FR),RU4a,RU4a,,430.112500,DUP+,5.000000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.270833,13.625000,--:--
14,0 Lazio FM,M.Guadagnolo (RM),RU5,RU5,,430.125000,DUP+,5.000000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.937500,12.958333,--:--
14,0 Lazio FM,Gaeta (LT) ,RU6,RU6,,430.150000,DUP+,5.000000,FM,118.8,TONE,118.8Hz,YES,Approximate,41.187500,13.541667,--:--
14,0 Lazio FM,M.Gennaro (RM),RU6,RU6,,430.150000,DUP+,5.000000,FM, ,OFF,88.5Hz,YES,Approximate,42.062500,12.791667,--:--
14,0 Lazio FM,Campo Staffi - Filettino (FR),RU8,RU8,,430.200000,DUP+,5.000000,FM,88.5,OFF,88.5Hz,YES,Approximate,41.937500,13.375000,--:--
14,0 Lazio FM,M.Paradiso (RM),RU8,RU8,,430.200000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,42.104167,11.875000,--:--
14,0 Lazio FM,Gaeta (LT) ,RU9,RU9,,430.225000,DUP+,5.000000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.187500,13.541667,--:--
14,0 Lazio FM,M.Terminillo (RI),RU9,RU9,,430.225000,DUP+,1.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.479167,12.958333,--:--
14,0 Lazio FM,M.Maio (FR),RU10,RU10,,430.250000,DUP+,5.000000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.520833,13.875000,--:--
14,0 Lazio FM,M.Cimini (VT),RU10,RU10,,430.250000,DUP+,1.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,42.354167,12.125000,--:--
14,0 Lazio FM,Castelli Romani (RM),RU11,RU11,,430.275000,DUP+,5.000000,FM,88.5,OFF,88.5Hz,YES,Approximate,41.729167,12.708333,--:--
14,0 Lazio FM,M.Gennaro (RM),RU12,RU12,,430.300000,DUP+,5.000000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.062500,12.791667,--:--
14,0 Lazio FM,Latina,RU14,RU14,,430.350000,DUP+,5.000000,FM,77.0,TONE,77.0Hz,YES,Approximate,41.437500,14.875000,--:--
14,0 Lazio FM,M.Onofrio (LT),RU15,RU15,,430.375000,DUP+,5.000000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.270833,13.541667,--:--
14,0 Lazio FM,Campo Catino (FR),RU ,RU ,,430.450000,DUP+,5.000000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.812500,13.375000,--:--
14,0 Lazio FM,Velletri (RM),RU,RU,,430.475000,DUP+,5.000000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.687500,12.791667,--:--
14,0 Lazio FM,Rocca Priora (RM),RU,RU,,430.575000,DUP+,5.000000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.770833,12.791667,--:--
14,0 Lazio FM,M.Trevi (LT),RU,RU,,430.650000,DUP+,5.000000,FM,77.0,TONE,77.0Hz,YES,Approximate,41.479167,13.041667,--:--
14,0 Lazio FM,Rocca Priora (RM),RU,RU,,430.825000,DUP+,5.000000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.770833,12.791667,--:--
14,0 Lazio FM,Vigna di Valle (RM),RU19,RU19,,431.300000,DUP+,1.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.062500,12.208333,--:--
14,0 Lazio FM,Civitavecchia (RM),RU23,RU23,,431.400000,DUP+,1.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.145833,11.791667,--:--
14,0 Lazio FM,M.Faggio (LT),RU23a,RU23a,,431.412500,DUP+,1.600000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.395833,13.541667,--:--
14,0 Lazio FM,Vivaro Romano (RM),RU24,RU24,,431.425000,DUP+,1.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.104167,12.958333,--:--
14,0 Lazio FM,M.Circello (LT),RU30,RU30,,431.575000,DUP+,1.600000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.229167,13.041667,--:--
14,0 Lazio FM,M.Cavo (RM),RU32,RU32,,431.625000,DUP+,1.600000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.770833,12.708333,--:--
14,0 Lazio FM,Selva Rotonda (RI),RU,RU,,433.800000,DUP+,1.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,42.604167,13.125000,--:--
14,0 Lazio FM,Montecompatri (RM),RU,RU,,433.800000,DUP+,1.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,41.812500,12.708333,--:--
19,S0 Sardegna FM,M.Rasu (SS),R0,R0,,145.600000,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,40.729167,8.708333,--:--
19,S0 Sardegna FM,Abbasanta (OR),R0a,R0a,,145.612500,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,40.145833,8.791667,--:--
19,S0 Sardegna FM,Capoterra - Torre degli Ulivi (CA),R1,R1,,145.625000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,39.145833,9.041667,--:--
19,S0 Sardegna FM,Punta Tricoli - Gairo (OG),R1,R1,,145.625000,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,39.854167,9.541667,--:--
19,S0 Sardegna FM,Arbus - Punta Tintillonis (SU),R1,R1,,145.625000,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,49.520833,8.541667,--:--
19,S0 Sardegna FM,Punta Sebera (CA),R2,R2,,145.650000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,39.062500,8.791667,--:--
19,S0 Sardegna FM,Cabu Aspru (SS),R2a,R2a,,145.662500,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,40.854167,8.291667,--:--
19,S0 Sardegna FM,M.Tului-Dorgali (NU),R3,R3,,145.675000,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,40.270833,9.625000,--:--
19,S0 Sardegna FM,Abbasanta (OR),R4,R4,,145.700000,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,40.145833,8.791667,--:--
19,S0 Sardegna FM,S.Anna di Lode' (NU),R5,R5,,145.725000,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,40.604167,9.541667,--:--
19,S0 Sardegna FM,M.Serpeddi (CA),R7,R7,,145.775000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,39.354167,9.291667,--:--
19,S0 Sardegna FM,Bruncu Spina (CA),R7,R7,,145.775000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,40.020833,9.291667,--:--
19,S0 Sardegna FM,Limbara (SS),RU1,RU1,,430.025000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.854167,9.208333,--:--
19,S0 Sardegna FM,M.Serpeddi (CA),RU2,RU2,,430.050000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,39.354167,9.291667,--:--
19,S0 Sardegna FM,S.Anna di Lode' (NU),RU2,RU2,,430.050000,DUP+,1.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,40.604167,9.541667,--:--
19,S0 Sardegna FM,Cagliari,RU4,RU4,,430.100000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,39.229167,9.125000,--:--
19,S0 Sardegna FM,M.Coremò - Narcao (CI),RU5,RU5,,430.125000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,39.229167,8.625000,--:--
19,S0 Sardegna FM,Abbasanta (OR),RU5,RU5,,430.125000,DUP+,1.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,40.145833,8.791667,--:--
19,S0 Sardegna FM,Lanusei-M.Armidda (OG),RU7,RU7,,430.175000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,39.895833,9.541667,--:--
19,S0 Sardegna FM,M.Ferru (OR),RU8,RU8,,430.200000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,40.145833,8.541667,--:--
19,S0 Sardegna FM,M.Serpeddi (CA),RU10,RU10,,430.250000,DUP+,1.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,39.354167,9.291667,--:--
19,S0 Sardegna FM,M.Limbara (SS),RU,RU,,430.400000,DUP+,5.000000,FM,88.5,OFF,88.5Hz,YES,Approximate,40.854167,9.208333,--:--
19,S0 Sardegna FM,Serpeddi (CA),RU,RU,,430.700000,DUP+,5.000000,FM,,OFF,88.5Hz,YES,Approximate,39.354167,9.291667,--:--
21,T7 San Marino FM,San Marino (RSM),RU10a,RU10a,,430.262500,DUP+,1.600000,FM,91.5,TONE,91.5Hz,YES,Approximate,43.937500,12.458333,--:--
22,HB Svizzera FM,M.Tamaro (Lugano),R0,R0,,145.600000,DUP-,0.600000,FM,103.5 -136.5-203.5,OFF,88.5Hz,YES,Approximate,46.104167,8.875000,--:--
22,HB Svizzera FM,Moosalpe (Vallese),R1,R1,,145.625000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,46.270833,7.875000,--:--
22,HB Svizzera FM,M.Tamaro (Lugano),R6a,R6a,,145.762500,DUP-,0.600000,FM,103.5,TONE,103.5Hz,YES,Approximate,46.104167,8.875000,--:--
22,HB Svizzera FM,Moosalpe (Vallese),RU,RU,,438.675000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,46.270833,7.875000,--:--
22,HB Svizzera FM,M.Generoso (Lugano),RU,RU,,439.487500,DUP-,7.500000,FM,103.5,TONE,103.5Hz,YES,Approximate,45.937500,9.041667,--:--
23,OE Austria FM,M.Olperer ,RU,RU,,431.325000,DUP+,7.600000,FM,Reverse,OFF,88.5Hz,YES,Approximate,47.062500,11.708333,--:--
23,OE Austria FM,Dobratsch,RU,RU,,438.900000,DUP-,7.600000,FM,1750,OFF,88.5Hz,YES,Approximate,46.604167,13.708333,--:--
23,OE Austria FM,M.Olperer ,RU,RU,,438.925000,DUP-,7.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,47.062500,11.708333,--:--
24,S5 Slovenia FM,M.Nanos,R1,R1,,145.625000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,45.770833,14.041667,--:--
24,S5 Slovenia FM,M.Sabotino,R3,R3,,145.675000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,45.979167,13.625000,--:--
24,S5 Slovenia FM,Izola,R6a,R6a,,145.762500,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,45.520833,13.625000,--:--
24,S5 Slovenia FM,M.Kanin,R7a,R7a,,145.787500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,46.354167,13.458333,--:--
24,S5 Slovenia FM,Trstelj,RU,RU,,438.750000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,45.854167,13.708333,--:--
24,S5 Slovenia FM,Pirano,RU,RU,,438.800000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,45.520833,13.625000,--:--
25,9A Croazia FM,Parenzo ,R3,R3,,145.675000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,45.270833,13.708333,--:--
25,9A Croazia FM,M.Maggiore - M.Ucka,R4,R4,,145.700000,DUP-,0.600000,FM,173.8,TONE,173.8Hz,YES,Approximate,45.270833,14.208333,--:--
25,9A Croazia FM,Dubrovnik,R7,R7,,145.775000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,42.645833,18.125000,--:--
25,9A Croazia FM,Parenzo ,RU,RU,,438.675000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,45.270833,13.708333,--:--
25,9A Croazia FM,M.Maggiore - M.Ucka,RU,RU,,439.025000,DUP-,7.600000,FM,173.8,TONE,173.8Hz,YES,Approximate,45.270833,14.208333,--:--
26,DA-DR Germania FM,Zugspitze,RU,RU,,431.250000,DUP+,7.600000,FM, ,OFF,88.5Hz,YES,Approximate,47.437500,10.958333,--:--
26,DA-DR Germania FM,Zugspitze,RU,RU,,438.850000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,47.437500,10.958333,--:--
27,F Francia FM,Nurieux,R1a,R1a,,145.637500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,46.187500,5.458333,--:--
27,F Francia FM,Ajaccio ( Corse),R1a,R1a,,145.637500,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,41.937500,8.708333,--:--
27,F Francia FM,Echirolles,R2,R2,,145.650000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,45.145833,5.708333,--:--
27,F Francia FM,Peille,R3,R3,,145.675000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,43.770833,7.458333,--:--
27,F Francia FM,St-Etienne-L.O,R4,R4,,145.700000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,44.104167,5.791667,--:--
27,F Francia FM,Rutali (Corse),R4a,R4a,,145.712500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,42.562500,9.375000,--:--
27,F Francia FM,Sollies-Toucas,R5,R5,,145.725000,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,43.187500,5.958333,--:--
27,F Francia FM,Patrimonio (Corse),R5a,R5a,,145.737500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,42.687500,9.375000,--:--
27,F Francia FM,Antibes,R6,R6,,145.750000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,43.895833,7.125000,--:--
27,F Francia FM,Briancon,R7a,R7a,,145.787500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,44.895833,6.625000,--:--
27,F Francia FM,St-Vallier de Thiey,RU3,RU3,,430.075000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,43.687500,6.875000,--:--
27,F Francia FM,Risoul,RU4,RU4,,430.100000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,44.604167,6.625000,--:--
27,F Francia FM,Briancon,RU5,RU5,,430.125000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,44.895833,6.625000,--:--
27,F Francia FM,Apremont,RU,RU,,430.150000,DUP+,9.400000,FM,,OFF,88.5Hz,YES,Approximate,46.187500,5.625000,--:--
27,F Francia FM,Corte (Corse),RU6,RU6,,430.150000,DUP+,9.400000,FM,,OFF,88.5Hz,YES,Approximate,42.395833,9.208333,--:--
27,F Francia FM,Crozet ,RU9rev,RU9rev,,430.225000,DUP+,9.400000,FM,67.0,TONE,67.0Hz,YES,Approximate,46.270833,5.958333,--:--
27,F Francia FM,Forest St-Julien,RU10,RU10,,430.250000,DUP+,9.400000,FM,,OFF,88.5Hz,YES,Approximate,44.645833,6.125000,--:--
27,F Francia FM,Patrimonio (Corse),RU10,RU10,,430.250000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,42.687500,9.375000,--:--
27,F Francia FM,Eze,RU11,RU11,,430.275000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,43.729167,7.291667,--:--
27,F Francia FM,St.Jeannet,RU14,RU14,,430.350000,DUP+,9.400000,FM,,OFF,88.5Hz,YES,Approximate,43.729167,7.125000,--:--
27,F Francia FM,St-Etienne-L.O,RU12rev,RU12rev,,431.900000,DUP-,1.600000,FM,,OFF,88.5Hz,YES,Approximate,44.104167,5.791667,--:--
27,F Francia FM,Chamrousse,RU13rev,RU13rev,,431.925000,DUP-,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.145833,5.875000,--:--
27,F Francia FM,Echirolles,RU24rev,RU24rev,,433.025000,DUP-,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.145833,5.708333,--:--
27,F Francia FM,Gap,RU,RU,,433.150000,DUP-,1.600000,FM,,OFF,88.5Hz,YES,Approximate,44.479167,6.208333,--:--
27,F Francia FM,Le Monetier,RU,RU,,434.850000,DUP-,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.020833,6.375000,--:--
28,4O Montenegro FM,Podgorica,R0,R0,,145.600000,DUP-,0.600000,FM,79.7,TONE,79.7Hz,YES,Approximate,42.479167,19.291667,--:--
28,4O Montenegro FM,Herceg Novi,R0,R0,,145.600000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,42.437500,18.541667,--:--
28,4O Montenegro FM,Stabljak Stuoc ,R1a,R1a,,145.637500,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,43.187500,19.041667,--:--
28,4O Montenegro FM,Herceg Novi,R5,R5,,145.725000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,42.437500,18.541667,--:--
28,4O Montenegro FM,Herceg Novi,RU,RU,,438.600000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,42.437500,18.541667,--:--
28,4O Montenegro FM,Lovcen Stirovnik,RU,RU,,438.675000,DUP-,7.600000,FM, ,OFF,88.5Hz,YES,Approximate,42.395833,18.791667,--:--
28,4O Montenegro FM,Herceg Novi,RU,RU,,438.725000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,42.437500,18.541667,--:--
28,4O Montenegro FM,Herceg Novi,RU,RU,,438.775000,DUP-,7.600000,FM,,OFF,88.5Hz,YES,Approximate,42.437500,18.541667,--:--
